CODE,자재비 기준,노무비 기준,DESCRIPTION,SIZE,UNIT,Q'TY, MATERIAL COST ,, LABOR COST ,, EQUIPMENT COST ,, TOTAL  , REMARKS 
,,,,,,, UNIT , AMOUNT , UNIT , AMOUNT , UNIT , AMOUNT , AMOUNT ,
TCONN25,조사단가평균,전-5-1,THREADLESS STEEL CONDUIT NORMAL BEND,E25,EA,1,2900,2900,16420,16420,,,19320,
TCONN31,조사단가평균,전-5-1,THREADLESS STEEL CONDUIT NORMAL BEND,E31,EA,1,4200,4200,21894,21894,,,26094,
TCONN39,조사단가평균,전-5-1,THREADLESS STEEL CONDUIT NORMAL BEND,E39,EA,1,5620,5620,27367,27367,,,32987,
TCONN51,조사단가평균,전-5-1,THREADLESS STEEL CONDUIT NORMAL BEND,E51,EA,1,8120,8120,35577,35577,,,43697,
TCONN63,조사단가평균,전-5-1,THREADLESS STEEL CONDUIT NORMAL BEND,E63,EA,1,12400,12400,51998,51998,,,64398,
TCONN75,조사단가평균,전-5-1,THREADLESS STEEL CONDUIT NORMAL BEND,E75,EA,1,20450,20450,76629,76629,,,97079,
HPP16,조사단가평균,전-5-1,HI-PVC PIPE,"16mm (1/2"")",M,1,390,390,13683,13683,,,14073,
HPP22,조사단가평균,전-5-1,HI-PVC PIPE,"22mm (3/4"")",M,1,470,470,16420,16420,,,16890,
HPP28,조사단가평균,전-5-1,HI-PVC PIPE,"28mm (1"")",M,1,890,890,21894,21894,,,22784,
HPP36,조사단가평균,전-5-1,HI-PVC PIPE,"36mm (11/4"")",M,1,1373,1373,27367,27367,,,28740,
HPP42,조사단가평균,전-5-1,HI-PVC PIPE,"42mm (11/2"")",M,1,1710,1710,35577,35577,,,37287,
HPP54,조사단가평균,전-5-1,HI-PVC PIPE,"54mm (2"")",M,1,2360,2360,51998,51998,,,54358,
HPP70,조사단가평균,전-5-1,HI-PVC PIPE,"70mm (21/2"")",M,1,3150,3150,76629,76629,,,79779,
HPP82,조사단가평균,전-5-1,HI-PVC PIPE,"82mm (3"")",M,1,4730,4730,101260,101260,,,105990,
HPP104,조사단가평균,전-5-1,HI-PVC PIPE,"104mm (4"")",M,1,5780,5780,125890,125890,,,131670,
CD16,납품업체단가,전-5-1⑧,CD PIPE(난연),"16mm (1/2"")",M,1,310,310,10947,10947,,,11257,
CD22,납품업체단가,전-5-1⑧,CD PIPE(난연),"22mm (3/4"")",M,1,465,465,13136,13136,,,13601,
CD28,납품업체단가,전-5-1⑧,CD PIPE(난연),"28mm (1"")",M,1,620,620,17515,17515,,,18135,
CD36,납품업체단가,전-5-1⑧,CD PIPE(난연),"36mm (11/4"")",M,1,1060,1060,21894,21894,,,22954,
CD42,납품업체단가,전-5-1⑧,CD PIPE(난연),"42mm (11/2"")",M,1,1340,1340,28462,28462,,,29802,
GW16,조사단가평균,전-5-1,GW FLEXIBLE,"16mm (1/2"")",M,1,594,594,12041,12041,,,12635,
GW22,조사단가평균,전-5-1,GW FLEXIBLE,"22mm (3/4"")",M,1,1128,1128,16146,16146,,,17274,
GW28,조사단가평균,전-5-1,GW FLEXIBLE,"28mm (1"")",M,1,1320,1320,19704,19704,,,21024,
GW36,조사단가평균,전-5-1,GW FLEXIBLE,"36mm (11/4"")",M,1,1716,1716,23809,23809,,,25525,
GW42,조사단가평균,전-5-1,GW FLEXIBLE,"42mm (11/2"")",M,1,2760,2760,28462,28462,,,31222,
GW54,조사단가평균,전-5-1,GW FLEXIBLE,"54mm (2"")",M,1,3564,3564,37219,37219,,,40783,
GW70,조사단가평균,전-5-1,GW FLEXIBLE,"70mm (21/2"")",M,1,6468,6468,42693,42693,,,49161,
GW82,조사단가평균,전-5-1,GW FLEXIBLE,"82mm (3"")",M,1,8184,8184,48166,48166,,,56350,
GW104,조사단가평균,전-5-1,GW FLEXIBLE,"104mm (4"")",M,1,12840,12840,59114,59114,,,71954,
ELP30,조사단가평균,전4-31,ELP PIPE,30MM,M,1,360,360,4898,4898,,,5258,
ELP40,조사단가평균,전4-31,ELP PIPE,40MM,M,1,550,550,6002,6002,,,6552,
ELP50,조사단가평균,전4-31,ELP PIPE,50MM,M,1,730,730,6002,6002,,,6732,
ELP65,조사단가평균,전4-31,ELP PIPE,65MM,M,1,1090,1090,7520,7520,,,8610,
ELP80,조사단가평균,전4-31,ELP PIPE,80MM,M,1,1450,1450,7520,7520,,,8970,
ELP100,조사단가평균,전4-31,ELP PIPE,100MM,M,1,1980,1980,11174,11174,,,13154,
ELP125,조사단가평균,전4-31,ELP PIPE,125MM,M,1,3040,3040,14898,14898,,,17938,
ELP150,조사단가평균,전4-31,ELP PIPE,150MM,M,1,3940,3940,18552,18552,,,22492,
ELP175,조사단가평균,전4-31,ELP PIPE,175MM,M,1,7510,7510,22277,22277,,,29787,
ELP200,조사단가평균,전4-31,ELP PIPE,200MM,M,1,8030,8030,24483,24483,,,32513,
CNCO60,조사단가평균,전5-11⑨,22.9KV FR-CN/CO-W CABLE,1Cx60SQ,M,1,22679,22679,28067,28067,,,50746,3사
CNCO100,조사단가평균,전5-11⑨,22.9KV FR-CN/CO-W CABLE,1Cx100SQ,M,1,37785,37785,40668,40668,,,78453,3사
CNCO150,조사단가평균,전5-11⑨,22.9KV FR-CN/CO-W CABLE,1Cx150SQ,M,1,51182,51182,55561,55561,,,106743,3사
CNCO200,조사단가평균,전5-11⑨,22.9KV FR-CN/CO-W CABLE,1Cx200SQ,M,1,64235,64235,67017,67017,,,131252,3사
CNCO250,조사단가평균,전5-11⑨,22.9KV FR-CN/CO-W CABLE,1Cx250SQ,M,1,79757,79757,77900,77900,,,157657,3사
CNCO325,조사단가평균,전5-11⑨,22.9KV FR-CN/CO-W CABLE,1Cx325SQ,M,1,94148,94148,98521,98521,,,192669,3사
CNCO400,조사단가평균,전5-11⑨,22.9KV FR-CN/CO-W CABLE,1Cx400SQ,M,1,120136,120136,117424,117424,,,237560,3사
CNCO500,조사단가평균,전5-11⑨,22.9KV FR-CN/CO-W CABLE,1Cx500SQ,M,1,148663,148663,137472,137472,,,286135,3사
CNCO600,조사단가평균,전5-11⑨,22.9KV FR-CN/CO-W CABLE,1Cx600SQ,M,1,174603,174603,163248,163248,,,337851,3사
6.6CV1C95,조사단가평균,전5-11⑨,6/10KV TFR-CV CABLE,1Cx95SQ,M,1,23240,23240,30507,30507,,,53747,3사
6.6CV1C120,조사단가평균,전5-11⑨,6/10KV TFR-CV CABLE,1Cx120SQ,M,1,28325,28325,36093,36093,,,64418,3사
6.6CV1C150,조사단가평균,전5-11⑨,6/10KV TFR-CV CABLE,1Cx150SQ,M,1,33040,33040,41679,41679,,,74719,3사
6.6CV1C185,조사단가평균,전5-11⑨,6/10KV TFR-CV CABLE,1Cx185SQ,M,1,40071,40071,46406,46406,,,86477,3사
6.6CV1C240,조사단가평균,전5-11⑨,6/10KV TFR-CV CABLE,1Cx240SQ,M,1,50139,50139,58437,58437,,,108576,3사
6.6CV1C300,조사단가평균,전5-11⑨,6/10KV TFR-CV CABLE,1Cx300SQ,M,1,62506,62506,68320,68320,,,130826,3사
6.6CV1C400,조사단가평균,전5-11⑨,6/10KV TFR-CV CABLE,1Cx400SQ,M,1,91115,91115,88085,88085,,,179200,3사
6.6CV1C500,조사단가평균,전5-11⑨,6/10KV TFR-CV CABLE,1Cx500SQ,M,1,113768,113768,103124,103124,,,216892,3사
6.6CV1C630,조사단가평균,전5-11⑨,6/10KV TFR-CV CABLE,1Cx630SQ,M,1,150684,150684,122460,122460,,,273144,3사
6.6CV3C35,조사단가평균,전5-11⑨,6/10KV TFR-CV CABLE,3Cx35SQ,M,1,35319,35319,28919,28919,,,64238,3사
6.6CV3C50,조사단가평균,전5-11⑨,6/10KV TFR-CV CABLE,3Cx50SQ,M,1,43964,43964,34543,34543,,,78507,3사
6.6CV3C70,조사단가평균,전5-11⑨,6/10KV TFR-CV CABLE,3Cx70SQ,M,1,58378,58378,45789,45789,,,104167,3사
6.6CV3C95,조사단가평균,전5-11⑨,6/10KV TFR-CV CABLE,3Cx95SQ,M,1,75007,75007,57036,57036,,,132043,3사
6.6CV3C120,조사단가평균,전5-11⑨,6/10KV TFR-CV CABLE,3Cx120SQ,M,1,89773,89773,67479,67479,,,157252,3사
6.6CV3C150,조사단가평균,전5-11⑨,6/10KV TFR-CV CABLE,3Cx150SQ,M,1,105714,105714,77922,77922,,,183636,3사
6.6CV3C185,조사단가평균,전5-11⑨,6/10KV TFR-CV CABLE,3Cx185SQ,M,1,127998,127998,83545,83545,,,211543,3사
6.6CV3C240,조사단가평균,전5-11⑨,6/10KV TFR-CV CABLE,3Cx240SQ,M,1,159578,159578,109252,109252,,,268830,3사
CV1C70,조사단가평균,전5-11,0.6/1KV TFR-CV CABLE,1Cx70SQ,M,1,15411,15411,17336,17336,,,32747,3사
CV1C95,조사단가평균,전5-11,0.6/1KV TFR-CV CABLE,1Cx95SQ,M,1,19371,19371,21595,21595,,,40966,3사
CV1C120,조사단가평균,전5-11,0.6/1KV TFR-CV CABLE,1Cx120SQ,M,1,23977,23977,25549,25549,,,49526,3사
CV1C150,조사단가평균,전5-11,0.6/1KV TFR-CV CABLE,1Cx150SQ,M,1,29541,29541,29503,29503,,,59044,3사
CV1C185,조사단가평균,전5-11,0.6/1KV TFR-CV CABLE,1Cx185SQ,M,1,36562,36562,32848,32848,,,69410,3사
CV1C240,조사단가평균,전5-11,0.6/1KV TFR-CV CABLE,1Cx240SQ,M,1,47120,47120,41365,41365,,,88485,3사
CV1C300,조사단가평균,전5-11,0.6/1KV TFR-CV CABLE,1Cx300SQ,M,1,59989,59989,48360,48360,,,108349,3사
CV1C400,조사단가평균,전5-11,0.6/1KV TFR-CV CABLE,1Cx400SQ,M,1,83735,83735,62351,62351,,,146086,3사
CV1C500,조사단가평균,전5-11,0.6/1KV TFR-CV CABLE,1Cx500SQ,M,1,103697,103697,72997,72997,,,176694,3사
CV1C630,조사단가평균,전5-11,0.6/1KV TFR-CV CABLE,1Cx630SQ,M,1,132204,132204,86684,86684,,,218888,3사
CV2C4,조사단가평균,전5-13,0.6/1KV TFR-CV CABLE,2Cx4SQ,M,1,2713,2713,4866,4866,,,7579,3사
CV2C6,조사단가평균,전5-13,0.6/1KV TFR-CV CABLE,2Cx6SQ,M,1,3670,3670,5474,5474,,,9144,3사
CV2C10,조사단가평균,전5-13,0.6/1KV TFR-CV CABLE,2Cx10SQ,M,1,5584,5584,7603,7603,,,13187,3사
CV2C16,조사단가평균,전5-13④,0.6/1KV TFR-CV CABLE,2Cx16SQ,M,1,8534,8534,9793,9793,,,18327,3사
CV2C25,조사단가평균,전5-13④,0.6/1KV TFR-CV CABLE,2Cx25SQ,M,1,13057,13057,12774,12774,,,25831,3사
CV2C35,조사단가평균,전5-13④,0.6/1KV TFR-CV CABLE,2Cx35SQ,M,1,17335,17335,15329,15329,,,32664,3사
CV2C50,조사단가평균,전5-13④,0.6/1KV TFR-CV CABLE,2Cx50SQ,M,1,23925,23925,18310,18310,,,42235,3사
CV2C70,조사단가평균,전5-13④,0.6/1KV TFR-CV CABLE,2Cx70SQ,M,1,33094,33094,24271,24271,,,57365,3사
CV2C95,조사단가평균,전5-13④,0.6/1KV TFR-CV CABLE,2Cx95SQ,M,1,42002,42002,30233,30233,,,72235,3사
CV2C150,조사단가평균,전5-13④,0.6/1KV TFR-CV CABLE,2Cx150SQ,M,1,63875,63875,41304,41304,,,105179,3사
CV2C185,조사단가평균,전5-13④,0.6/1KV TFR-CV CABLE,2Cx185SQ,M,1,79228,79228,45988,45988,,,125216,3사
CV2C240,조사단가평균,전5-13④,0.6/1KV TFR-CV CABLE,2Cx240SQ,M,1,102048,102048,57911,57911,,,159959,3사
CV3C4,조사단가평균,전5-13,0.6/1KV TFR-CV CABLE,3Cx4SQ,M,1,3592,3592,6691,6691,,,10283,3사
CV3C6,조사단가평균,전5-13,0.6/1KV TFR-CV CABLE,3Cx6SQ,M,1,4960,4960,7908,7908,,,12868,3사
CV3C10,조사단가평균,전5-13,0.6/1KV TFR-CV CABLE,3Cx10SQ,M,1,7888,7888,10949,10949,,,18837,3사
CV3C16,조사단가평균,전5-13④,0.6/1KV TFR-CV CABLE,3Cx16SQ,M,1,12034,12034,13991,13991,,,26025,3사
CV3C25,조사단가평균,전5-13④,0.6/1KV TFR-CV CABLE,3Cx25SQ,M,1,18706,18706,18249,18249,,,36955,3사
CV3C35,조사단가평균,전5-13④,0.6/1KV TFR-CV CABLE,3Cx35SQ,M,1,24876,24876,21899,21899,,,46775,3사
CV3C50,조사단가평균,전5-13④,0.6/1KV TFR-CV CABLE,3Cx50SQ,M,1,33851,33851,26157,26157,,,60008,3사
CV3C70,조사단가평균,전5-13④,0.6/1KV TFR-CV CABLE,3Cx70SQ,M,1,47993,47993,34673,34673,,,82666,3사
CV3C95,조사단가평균,전5-13④,0.6/1KV TFR-CV CABLE,3Cx95SQ,M,1,60293,60293,43190,43190,,,103483,3사
CV3C120,조사단가평균,전5-13④,0.6/1KV TFR-CV CABLE,3Cx120SQ,M,1,74656,74656,51098,51098,,,125754,3사
CV3C150,조사단가평균,전5-13④,0.6/1KV TFR-CV CABLE,3Cx150SQ,M,1,92211,92211,59006,59006,,,151217,3사
CV3C185,조사단가평균,전5-13④,0.6/1KV TFR-CV CABLE,3Cx185SQ,M,1,114245,114245,65697,65697,,,179942,3사
CV3C240,조사단가평균,전5-13④,0.6/1KV TFR-CV CABLE,3Cx240SQ,M,1,146761,146761,82730,82730,,,229491,3사
CV3C300,조사단가평균,전5-13④,0.6/1KV TFR-CV CABLE,3Cx300SQ,M,1,186166,186166,96721,96721,,,282887,3사
CV4C4,조사단가평균,전5-13,0.6/1KV TFR-CV CABLE,4Cx4SQ,M,1,4549,4549,8820,8820,,,13369,3사
CV4C6,조사단가평균,전5-13,0.6/1KV TFR-CV CABLE,4Cx6SQ,M,1,6385,6385,10341,10341,,,16726,3사
CV4C10,조사단가평균,전5-13,0.6/1KV TFR-CV CABLE,4Cx10SQ,M,1,10133,10133,14903,14903,,,25036,3사
CV4C16,조사단가평균,전5-13④,0.6/1KV TFR-CV CABLE,4Cx16SQ,M,1,15935,15935,18188,18188,,,34123,3사
CV4C25,조사단가평균,전5-13④,0.6/1KV TFR-CV CABLE,4Cx25SQ,M,1,24600,24600,23724,23724,,,48324,3사
CV4C35,조사단가평균,전5-13④,0.6/1KV TFR-CV CABLE,4Cx35SQ,M,1,32848,32848,28469,28469,,,61317,3사
CV4C50,조사단가평균,전5-13④,0.6/1KV TFR-CV CABLE,4Cx50SQ,M,1,45230,45230,34004,34004,,,79234,3사
CV4C70,조사단가평균,전5-13④,0.6/1KV TFR-CV CABLE,4Cx70SQ,M,1,63547,63547,45075,45075,,,108622,3사
CV4C95,조사단가평균,전5-13④,0.6/1KV TFR-CV CABLE,4Cx95SQ,M,1,80251,80251,56147,56147,,,136398,3사
CV4C120,조사단가평균,전5-13④,0.6/1KV TFR-CV CABLE,4Cx120SQ,M,1,99793,99793,66427,66427,,,166220,3사
CV4C185,조사단가평균,전5-13④,0.6/1KV TFR-CV CABLE,4Cx185SQ,M,1,152750,152750,85407,85407,,,238157,3사
CV4C240,조사단가평균,전5-13④,0.6/1KV TFR-CV CABLE,4Cx240SQ,M,1,196174,196174,107549,107549,,,303723,3사
CVV2C1.5,조사단가평균,전5-13,0.6/1KV TFR-CVV CABLE,2Cx1.5SQ,M,1,2055,2055,4258,4258,,,6313,3사
CVV3C1.5,조사단가평균,전5-13,0.6/1KV TFR-CVV CABLE,3Cx1.5SQ,M,1,2568,2568,5778,5778,,,8346,3사
CVV4C1.5,조사단가평균,전5-13,0.6/1KV TFR-CVV CABLE,4Cx1.5SQ,M,1,2999,2999,7908,7908,,,10907,3사
CVV5C1.5,조사단가평균,전5-13,0.6/1KV TFR-CVV CABLE,5Cx1.5SQ,M,1,3604,3604,9732,9732,,,13336,3사
CVV6C1.5,조사단가평균,전5-13,0.6/1KV TFR-CVV CABLE,6Cx1.5SQ,M,1,4154,4154,10645,10645,,,14799,3사
CVV7C1.5,조사단가평균,전5-13,0.6/1KV TFR-CVV CABLE,7Cx1.5SQ,M,1,4508,4508,11862,11862,,,16370,3사
CVV12C1.5,조사단가평균,전5-13,0.6/1KV TFR-CVV CABLE,12Cx1.5SQ,M,1,7226,7226,16424,16424,,,23650,3사
CVV15C1.5,조사단가평균,전5-13,0.6/1KV TFR-CVV CABLE,15Cx1.5SQ,M,1,8625,8625,18857,18857,,,27482,3사
CVV20C1.5,조사단가평균,전5-13,0.6/1KV TFR-CVV CABLE,20Cx1.5SQ,M,1,10940,10940,22507,22507,,,33447,3사
CVV25C1.5,조사단가평균,전5-13,0.6/1KV TFR-CVV CABLE,25Cx1.5SQ,M,1,13280,13280,29807,29807,,,43087,3사
CVV30C1.5,조사단가평균,전5-13,0.6/1KV TFR-CVV CABLE,30Cx1.5SQ,M,1,15575,15575,29807,29807,,,45382,3사
CVV40C1.5,조사단가평균,전5-13,0.6/1KV TFR-CVV CABLE,40Cx1.5SQ,M,1,21848,21848,34065,34065,,,55913,3사
CVV50C1.5,조사단가평균,전5-13,0.6/1KV TFR-CVV CABLE,50Cx1.5SQ,M,1,25964,25964,34065,34065,,,60029,3사
CVV2C2.5,조사단가평균,전5-13,0.6/1KV TFR-CVV CABLE,2Cx2.5SQ,M,1,2517,2517,4258,4258,,,6775,3사
CVV3C2.5,조사단가평균,전5-13,0.6/1KV TFR-CVV CABLE,3Cx2.5SQ,M,1,3131,3131,5778,5778,,,8909,3사
CVV4C2.5,조사단가평균,전5-13,0.6/1KV TFR-CVV CABLE,4Cx2.5SQ,M,1,3735,3735,7908,7908,,,11643,3사
CVV5C2.5,조사단가평균,전5-13,0.6/1KV TFR-CVV CABLE,5Cx2.5SQ,M,1,4414,4414,9732,9732,,,14146,3사
CVV6C2.5,조사단가평균,전5-13,0.6/1KV TFR-CVV CABLE,6Cx2.5SQ,M,1,5188,5188,10645,10645,,,15833,3사
CVV7C2.5,조사단가평균,전5-13,0.6/1KV TFR-CVV CABLE,7Cx2.5SQ,M,1,5793,5793,11862,11862,,,17655,3사
CVV12C2.5,조사단가평균,전5-13,0.6/1KV TFR-CVV CABLE,12Cx2.5SQ,M,1,9530,9530,16424,16424,,,25954,3사
CVV15C2.5,조사단가평균,전5-13,0.6/1KV TFR-CVV CABLE,15Cx2.5SQ,M,1,11361,11361,18857,18857,,,30218,3사
CVV20C2.5,조사단가평균,전5-13,0.6/1KV TFR-CVV CABLE,20Cx2.5SQ,M,1,14355,14355,22507,22507,,,36862,3사
CVV25C2.5,조사단가평균,전5-13,0.6/1KV TFR-CVV CABLE,25Cx2.5SQ,M,1,17548,17548,29807,29807,,,47355,3사
CVV30C2.5,조사단가평균,전5-13,0.6/1KV TFR-CVV CABLE,30Cx2.5SQ,M,1,20823,20823,29807,29807,,,50630,3사
CVV40C2.5,조사단가평균,전5-13,0.6/1KV TFR-CVV CABLE,40Cx2.5SQ,M,1,28990,28990,34065,34065,,,63055,3사
CVV50C2.5,조사단가평균,전5-13,0.6/1KV TFR-CVV CABLE,50Cx2.5SQ,M,1,34446,34446,34065,34065,,,68511,3사
CVVS2C1.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-S CABLE,2Cx1.5SQ,M,1,2474,2474,5109,5109,,,7583,3사
CVVS3C1.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-S CABLE,3Cx1.5SQ,M,1,3152,3152,6934,6934,,,10086,3사
CVVS4C1.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-S CABLE,4Cx1.5SQ,M,1,3666,3666,9489,9489,,,13155,3사
CVVS5C1.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-S CABLE,5Cx1.5SQ,M,1,5132,5132,11679,11679,,,16811,3사
CVVS6C1.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-S CABLE,6Cx1.5SQ,M,1,4762,4762,12774,12774,,,17536,3사
CVVS7C1.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-S CABLE,7Cx1.5SQ,M,1,5167,5167,14234,14234,,,19401,3사
CVVS8C1.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-S CABLE,8Cx1.5SQ,M,1,5733,5733,15329,15329,,,21062,3사
CVVS10C1.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-S CABLE,10Cx1.5SQ,M,1,7054,7054,17519,17519,,,24573,3사
CVVS12C1.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-S CABLE,12Cx1.5SQ,M,1,8124,8124,19709,19709,,,27833,3사
CVVS15C1.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-S CABLE,15Cx1.5SQ,M,1,9595,9595,22629,22629,,,32224,3사
CVVS20C1.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-S CABLE,20Cx1.5SQ,M,1,12043,12043,27009,27009,,,39052,3사
CVVS25C1.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-S CABLE,25Cx1.5SQ,M,1,14210,14210,35768,35768,,,49978,3사
CVVS30C1.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-S CABLE,30Cx1.5SQ,M,1,16929,16929,35768,35768,,,52697,3사
CVVS40C1.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-S CABLE,40Cx1.5SQ,M,1,23461,23461,40878,40878,,,64339,3사
CVVS50C1.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-S CABLE,50Cx1.5SQ,M,1,28221,28221,40878,40878,,,69099,3사
CVVS2C2.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-S CABLE,2Cx2.5SQ,M,1,2944,2944,5109,5109,,,8053,3사
CVVS3C2.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-S CABLE,3Cx2.5SQ,M,1,3670,3670,6934,6934,,,10604,3사
CVVS4C2.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-S CABLE,4Cx2.5SQ,M,1,4489,4489,9489,9489,,,13978,3사
CVVS5C2.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-S CABLE,5Cx2.5SQ,M,1,5010,5010,11679,11679,,,16689,3사
CVVS6C2.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-S CABLE,6Cx2.5SQ,M,1,6018,6018,12774,12774,,,18792,3사
CVVS7C2.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-S CABLE,7Cx2.5SQ,M,1,6520,6520,14234,14234,,,20754,3사
CVVS8C2.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-S CABLE,8Cx2.5SQ,M,1,7271,7271,15329,15329,,,22600,3사
CVVS10C2.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-S CABLE,10Cx2.5SQ,M,1,9280,9280,17519,17519,,,26799,3사
CVVS12C2.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-S CABLE,12Cx2.5SQ,M,1,10525,10525,19709,19709,,,30234,3사
CVVS15C2.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-S CABLE,15Cx2.5SQ,M,1,12448,12448,22629,22629,,,35077,3사
CVVS20C2.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-S CABLE,20Cx2.5SQ,M,1,15753,15753,27009,27009,,,42762,3사
CVVS25C2.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-S CABLE,25Cx2.5SQ,M,1,19418,19418,35768,35768,,,55186,3사
CVVS30C2.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-S CABLE,30Cx2.5SQ,M,1,23078,23078,35768,35768,,,58846,3사
CVVS40C2.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-S CABLE,40Cx2.5SQ,M,1,32130,32130,40878,40878,,,73008,3사
CVVS50C2.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-S CABLE,50Cx2.5SQ,M,1,38184,38184,40878,40878,,,79062,3사
CVVSB2C1.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-SB CABLE,2Cx1.5SQ,M,1,2794,2794,5109,5109,,,7903,3사
CVVSB3C1.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-SB CABLE,3Cx1.5SQ,M,1,3379,3379,6934,6934,,,10313,3사
CVVSB4C1.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-SB CABLE,4Cx1.5SQ,M,1,3756,3756,9489,9489,,,13245,3사
CVVSB5C1.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-SB CABLE,5Cx1.5SQ,M,1,4431,4431,11679,11679,,,16110,3사
CVVSB6C1.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-SB CABLE,6Cx1.5SQ,M,1,4964,4964,12774,12774,,,17738,3사
CVVSB7C1.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-SB CABLE,7Cx1.5SQ,M,1,5429,5429,14234,14234,,,19663,3사
CVVSB8C1.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-SB CABLE,8Cx1.5SQ,M,1,6033,6033,15329,15329,,,21362,3사
CVVSB10C1.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-SB CABLE,10Cx1.5SQ,M,1,7255,7255,17519,17519,,,24774,3사
CVVSB12C1.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-SB CABLE,12Cx1.5SQ,M,1,8403,8403,19709,19709,,,28112,3사
CVVSB15C1.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-SB CABLE,15Cx1.5SQ,M,1,11068,11068,22629,22629,,,33697,3사
CVVSB20C1.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-SB CABLE,20Cx1.5SQ,M,1,12853,12853,27009,27009,,,39862,3사
CVVSB25C1.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-SB CABLE,25Cx1.5SQ,M,1,15656,15656,35768,35768,,,51424,3사
CVVSB30C1.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-SB CABLE,30Cx1.5SQ,M,1,18106,18106,35768,35768,,,53874,3사
CVVSB40C1.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-SB CABLE,40Cx1.5SQ,M,1,25483,25483,40878,40878,,,66361,3사
CVVSB50C1.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-SB CABLE,50Cx1.5SQ,M,1,30293,30293,40878,40878,,,71171,3사
CVVSB2C2.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-SB CABLE,2Cx2.5SQ,M,1,3320,3320,5109,5109,,,8429,3사
CVVSB3C2.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-SB CABLE,3Cx2.5SQ,M,1,4120,4120,6934,6934,,,11054,3사
CVVSB4C2.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-SB CABLE,4Cx2.5SQ,M,1,4700,4700,9489,9489,,,14189,3사
CVVSB5C2.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-SB CABLE,5Cx2.5SQ,M,1,5528,5528,11679,11679,,,17207,3사
CVVSB6C2.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-SB CABLE,6Cx2.5SQ,M,1,6356,6356,12774,12774,,,19130,3사
CVVSB7C2.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-SB CABLE,7Cx2.5SQ,M,1,7068,7068,14234,14234,,,21302,3사
CVVSB8C2.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-SB CABLE,8Cx2.5SQ,M,1,7950,7950,15329,15329,,,23279,3사
CVVSB10C2.5,조사단가평균,전5-13⑥,0.6/1KV TFR-CVV-SB CABLE,10Cx2.5SQ,M,1,9810,9810,17519,17519,,,27329,3사
